"subject_id","new_key","lakename","county","begin_date_day","begin_date_month","begin_date_year","development","do_below_thermo_ppm","lake_area_ha","max_depth_min_m","temp_surface_min_c","LAT_DD","LONG_DD","url_front","url_back"
58687818,"41-347","PINEISLANDLITTLE","KENT",18,"August",1953,NA,NA,70.822,16.154,24.556,43.09277,-85.65509,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kent_PineIslandLittle_SUMM_009.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kent_PineIslandLittle_SUMM_010.jpg"
58687819,"41-255.1","REEDS","KENT",30,"August",1974,NA,NA,107.244,15.544,23.889,42.95054,-85.60343,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kent_Reeds_SUMM_066.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kent_Reeds_SUMM_067.jpg"
58687820,"41-304","ROUND","KENT",22,"August",1950,NA,0,16.188,16.763,22.5,43.06277,-85.37759,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kent_Round10N_11W_S31_SUMM_003.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kent_Round10N_11W_S31_SUMM_004.jpg"
58687821,"41-304","ROUND","KENT",17,"August",1953,NA,NA,60.704,16.763,24.889,43.06277,-85.37759,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kent_Round8N_9W_S21_SUMM_005.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kent_Round8N_9W_S21_SUMM_006.jpg"
58687822,"41-305","SCALLY","KENT",22,"August",1950,NA,NA,80.939,18.287,22.778,43.06582,-85.36565,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kent_Scally_SUMM_016.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kent_Scally_SUMM_017.jpg"
58687823,"41-615","SAND","KENT",15,"August",1949,NA,NA,38.648,10.667,25.556,43.29366,-85.52995,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kent_Sand10N_10W_S5-32_SUMM_007.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kent_Sand10N_10W_S5-32_SUMM_008.jpg"
58687824,"41-750","SPRING","KENT",31,"August",1954,NA,NA,6.07,5.181,20.556,43.25995,-85.67714,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kent_Spring_SUMM_014.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kent_Spring_SUMM_015.jpg"
58687825,"41-349","SCOTCH","KENT",15,"August",1956,NA,NA,8.094,8.534,24.5,43.08582,-85.64426,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kent_Scotch_SUMM_002.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kent_Scotch_SUMM_003.jpg"
58687826,"41-290","TOOHEY","KENT",2,"September",1954,NA,NA,8.094,10.667,23.611,43.08777,-85.40287,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kent_Toohey_SUMM_004.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kent_Toohey_SUMM_005.jpg"
58687827,"41-433","SCRAM","KENT",16,"June",1952,NA,1.2,34.804,25.907,25.556,43.16443,-85.4112,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kent_Scram_SUMM_009.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kent_Scram_SUMM_010.jpg"
58687828,"41-324","SILVER","KENT",23,"September",1953,NA,NA,72.845,11.277,24.167,43.09138,-85.49148,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kent_Silver_SUMM_017.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kent_Silver_SUMM_018.jpg"
58687829,"41-417","ZIEGENFUSS","KENT",31,"August",1954,NA,NA,32.376,12.191,23.333,43.17749,-85.33843,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kent_Ziegenfuss_SUMM_004.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kent_Ziegenfuss_SUMM_005.jpg"
58687830,"41-464","WABASISBIG","KENT",23,"June",1952,NA,NA,169.162,17.373,23.889,43.13804,-85.37732,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kent_WabasisBig_SUMM_019.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kent_WabasisBig_SUMM_020.jpg"
58687831,"42-93","BAILEY","KEWEENAW",11,"August",1938,NA,NA,82.558,2.743,20,47.45749,-88.09843,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Keweenaw_Bailey_SUMM_005.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Keweenaw_Bailey_SUMM_006.jpg"
58687832,"42-91","CLEAR","KEWEENAW",5,"August",1949,NA,NA,12.141,3.048,22.222,47.42387,-88.03566,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Keweenaw_Clear_SUMM_002.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Keweenaw_Clear_SUMM_003.jpg"
58687833,"42-140","CENTRAL","KEWEENAW",7,"July",1967,NA,NA,10.117,3.657,19.778,47.40582,-88.19316,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Keweenaw_Central_SUMM_005.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Keweenaw_Central_SUMM_006.jpg"
58687834,"42-100","ELIZA","KEWEENAW",24,"September",1941,NA,NA,1.457,2.438,15,47.45026,-88.17204,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Keweenaw_Eliza_SUMM_009.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Keweenaw_Eliza_SUMM_010.jpg"
58687835,"42-146","FANNYHOOE","KEWEENAW",1,"August",1938,NA,4.1,93.484,14.63,21.7,47.4636,-87.86427,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Keweenaw_FannyHooe_SUMM_024.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Keweenaw_FannyHooe_SUMM_025.jpg"
58687836,"42-150","GLAZON","KEWEENAW",24,"June",1952,NA,NA,NA,NA,21.111,47.47499,-88.0001,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Keweenaw_Glazon_SUMM_005.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Keweenaw_Glazon_SUMM_006.jpg"
58687837,"42-36","GRATIOT","KEWEENAW",19,"July",1938,NA,4.5,581.951,23.773,21,47.35304,-88.12899,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Keweenaw_Gratiot_SUMM_020.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Keweenaw_Gratiot_SUMM_021.jpg"
58687838,"42-33","LACLABELLE","KEWEENAW",2,"September",1941,NA,NA,463.78,11.887,18.4,47.37443,-88.01177,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Keweenaw_LacLaBelle_SUMM_009.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Keweenaw_LacLaBelle_SUMM_010.jpg"
58687839,"42-66","MANGANESE","KEWEENAW",5,"August",1938,NA,0.5,21.246,8.229,22.2,47.45471,-87.88316,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Keweenaw_Manganese_SUMM_044.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Keweenaw_Manganese_SUMM_045.jpg"
58687840,"42-66","MANGANESE","KEWEENAW",5,"August",1938,NA,0.5,21.246,8.229,22.2,47.45471,-87.88316,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Keweenaw_Manganese_SUMM_20191125121024910_0001.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Keweenaw_Manganese_SUMM_20191125121024910_0002.jpg"
58687841,"42-61","SCHLATTER","KEWEENAW",19,"June",1952,NA,NA,NA,NA,NA,47.42971,-87.7401,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Keweenaw_Schlatter_SUMM_003.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Keweenaw_Schlatter_SUMM_004.jpg"
58687842,"42-50","SENECA","KEWEENAW",8,"August",1957,NA,NA,4.856,1.829,22.778,47.31526,-88.37454,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Keweenaw_Seneca_SUMM_006.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Keweenaw_Seneca_SUMM_007.jpg"
58687843,"42-50","SENECA","KEWEENAW",8,"August",1957,NA,NA,4.856,1.829,22.778,47.31526,-88.37454,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Keweenaw_Seneca_SUMM_017.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Keweenaw_Seneca_SUMM_018.jpg"
58687844,"43-199","BASSBIG","LAKE",1,"September",1953,NA,NA,121.408,14.63,26.667,44.08304,-85.97787,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lake_BassBig_SUMM_013.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lake_BassBig_SUMM_014.jpg"
58687845,"42-86","MEDORA","KEWEENAW",25,"July",1938,NA,NA,281.263,9.144,22.2,47.44221,-87.98232,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Keweenaw_Medora_SUMM_030.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Keweenaw_Medora_SUMM_031.jpg"
58687846,"43-272","BASSLITTLE","LAKE",9,"September",1953,NA,NA,21.854,13.715,NA,44.09165,-85.96815,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lake_BassLittle_SUMM_067.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lake_BassLittle_SUMM_068.jpg"
58687847,"43-95","BIGSTAR","LAKE",3,"September",1953,NA,NA,367.058,7.62,30,43.83277,-85.94454,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lake_BigStar_SUMM_20191127121347198_0001.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lake_BigStar_SUMM_20191127121347198_0002.jpg"
58687848,"43-95","BIGSTAR","LAKE",23,"June",1937,NA,NA,369.081,7.62,22.222,43.83277,-85.94454,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lake_BigStar_SUMM_20191127121417025_0001.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lake_BigStar_SUMM_20191127121417025_0002.jpg"
58687849,"43-95","BIGSTAR","LAKE",15,"May",1995,NA,NA,369.081,6.096,25.556,43.83277,-85.94454,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lake_BigStar_SUMM_20191127121332670_0001.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lake_BigStar_SUMM_20191127121332670_0002.jpg"
58687850,"43-77","BOWMAN","LAKE",4,"May",1970,NA,NA,2.023,6.096,NA,43.89304,-85.97009,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lake_Bowman_SUMM_002.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lake_Bowman_SUMM_003.jpg"
58687851,"43-145","BUSH","LAKE",NA,NA,1951,NA,NA,6.07,NA,21.111,43.90443,-85.84065,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lake_Bush18N_13W_S34-35_SUMM_008.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lake_Bush18N_13W_S34-35_SUMM_009.jpg"
58687852,"43-89","CECILIA","LAKE",NA,"October",1960,NA,NA,23.877,9.144,24.444,43.8511,-85.95787,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lake_Cecilia_SUMM_002.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lake_Cecilia_SUMM_003.jpg"
58687853,"43-54","HAMLIN","LAKE",19,"August",1956,NA,NA,6.313,6.096,21.667,43.90082,-85.88371,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lake_Hamlin_SUMM_004.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lake_Hamlin_SUMM_005.jpg"
58687854,NA,"GUARD","LAKE",27,"July",1956,NA,NA,3.399,3.353,25.222,NA,NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lake_Guard_SUMM_002.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lake_Guard_SUMM_003.jpg"
58687855,"43-237","COOL","LAKE",15,"September",1950,NA,NA,35.856,13.106,NA,44.15888,-85.96732,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lake_Cool_SUMM_007.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lake_Cool_SUMM_008.jpg"
58687856,"43-82","HILL","LAKE",6,"May",1970,NA,NA,4.047,6.096,NA,43.86582,-86.00454,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lake_Hill_SUMM_004.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lake_Hill_SUMM_005.jpg"
58687857,"43-254","HARPER","LAKE",NA,"August",1949,NA,1.5,36.423,NA,24.444,44.13304,-85.97343,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lake_Harper_SUMM_011.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lake_Harper_SUMM_012.jpg"
58687858,"43-37","IDLEWILD","LAKE",8,"September",1953,NA,NA,42.493,6.705,23.333,43.8886,-85.78454,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lake_Idlewild_SUMM_015.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lake_Idlewild_SUMM_016.jpg"
58687859,NA,"L S BIGANDLITTLE","LAKE",8,"August",1956,NA,0.53,23.634,12.801,24.278,NA,NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lake_L s BigandLittle_SUMM_005.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lake_L s BigandLittle_SUMM_006.jpg"
58687860,"43-147","LEVERENTZ","LAKE",NA,"July",1960,NA,NA,14.164,9.144,NA,43.90971,-85.82037,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lake_Leverentz_SUMM_001.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lake_Leverentz_SUMM_002.jpg"
58687861,"43-37","IDLEWILD","LAKE",5,"June",1995,NA,NA,42.493,6.705,27.222,43.8886,-85.78454,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lake_Idlewild_SUMM_017.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lake_Idlewild_SUMM_018.jpg"
58687862,"43-148","LEVERENTZLITTLE","LAKE",NA,"July",1960,NA,NA,2.266,9.144,NA,43.90665,-85.82232,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lake_LeverentzLittle_SUMM_004.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lake_LeverentzLittle_SUMM_005.jpg"
58687863,"43-198","LOON","LAKE",13,"May",1985,NA,NA,64.751,9.448,24.5,44.06804,-85.9751,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lake_Loon_SUMM_009.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lake_Loon_SUMM_010.jpg"
58687864,"43-198","LOON","LAKE",8,"September",1953,NA,NA,38.244,12.191,NA,44.06804,-85.9751,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lake_Loon_SUMM_011.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lake_Loon_SUMM_012.jpg"
58687865,"43-215","MCCARTHY","LAKE",22,"August",1952,NA,NA,4.047,3.048,21.111,44.02082,-85.95093,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lake_McCarthy_SUMM_010.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lake_McCarthy_SUMM_011.jpg"
58687866,NA,"MILL","LAKE",20,"July",1931,"on kinne creek club estate",NA,22.339,11.887,26.667,NA,NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lake_Mill_SUMM_009.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lake_Mill_SUMM_010.jpg"
58687867,"43-231","LOST","LAKE",29,"April",1970,NA,NA,NA,4.877,NA,44.08665,-85.80148,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lake_Lost_SUMM_004.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lake_Lost_SUMM_005.jpg"
58687868,"43-59","NORTH","LAKE",4,"August",1952,NA,4,19.83,8.534,23.889,43.86332,-85.83343,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lake_North_SUMM_007.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lake_North_SUMM_008.jpg"
58687869,"43-218","OLGA","LAKE",7,"September",1952,NA,NA,16.188,2.286,NA,44.15999,-85.56898,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lake_Olga_SUMM_006.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lake_Olga_SUMM_007.jpg"
58687870,"43-87","ORCHARD","LAKE",14,"September",1953,NA,NA,18.616,4.572,NA,43.85332,-85.98343,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lake_Orchard_SUMM_007.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lake_Orchard_SUMM_008.jpg"
58687871,"43-87","ORCHARD","LAKE",5,"September",1948,"8",NA,NA,4.572,23.333,43.85332,-85.98343,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lake_Orchard_SUMM_005.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lake_Orchard_SUMM_006.jpg"
58687872,"43-88","OXBOW","LAKE",NA,"July",1960,NA,NA,16.188,6.096,NA,43.85554,-85.99037,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lake_Oxbow_SUMM_003.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lake_Oxbow_SUMM_004.jpg"
58687873,"43-42","PARADISE","LAKE",9,"September",1953,NA,NA,15.904,10.058,NA,43.89443,-85.79593,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lake_Paradise_SUMM_013.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lake_Paradise_SUMM_014.jpg"
58687874,"43-42","PARADISE","LAKE",5,"June",1995,NA,NA,15.904,10.972,26.667,43.89443,-85.79593,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lake_Paradise_SUMM_015.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lake_Paradise_SUMM_016.jpg"
58687875,"43-142","RAILROD","LAKE",22,"July",1931,"on kinne creek club estate.",NA,9.672,10.667,25.556,43.90332,-85.91982,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lake_Railrod_SUMM_006.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lake_Railrod_SUMM_007.jpg"
58687876,"43-80","REED","LAKE",17,"August",1949,NA,NA,16.188,NA,25.556,43.85832,-85.97843,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lake_Reed_SUMM_009.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lake_Reed_SUMM_010.jpg"
58687877,"43-137","PUTMAN","LAKE",14,"September",1953,NA,NA,7.082,7.62,NA,43.91665,-85.84121,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lake_Putman_SUMM_004.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lake_Putman_SUMM_005.jpg"
58687878,"43-235","SAND","LAKE",13,"August",1956,NA,NA,20.437,15.239,21.111,44.16304,-85.94037,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lake_Sand_SUMM_005.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lake_Sand_SUMM_006.jpg"
58687879,"43-191","SAUBLENO","LAKE",28,"August",1953,NA,NA,25.9,12.191,25.556,44.06333,-85.94944,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lake_SaubleNo1_SUMM_013.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lake_SaubleNo1_SUMM_014.jpg"
58687880,"43-191","SAUBLENO","LAKE",2,"September",1953,NA,NA,6.07,4.572,29.444,44.06333,-85.94944,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lake_SaubleNo2_SUMM_003.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lake_SaubleNo2_SUMM_004.jpg"
58687881,"43-57","SPRUCE","LAKE",14,"July",1951,NA,NA,2.428,6.096,NA,43.86443,-85.81621,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lake_Spruce_SUMM_007.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lake_Spruce_SUMM_008.jpg"
58687882,"43-191","SAUBLENO","LAKE",2,"September",1953,NA,NA,14.164,9.144,28.889,44.06333,-85.94944,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lake_SaubleNo3_SUMM_003.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lake_SaubleNo3_SUMM_004.jpg"
58687883,"43-127","SPRING","LAKE",22,"July",1931,"on kinne creek club estate",NA,3.035,NA,NA,44.05499,-85.6526,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lake_Spring_SUMM_005.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lake_Spring_SUMM_006.jpg"
58687884,"43-201","SEAMAN","LAKE",14,"September",1953,NA,NA,9.308,7.62,NA,44.06221,-85.98482,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lake_Seaman_SUMM_007.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lake_Seaman_SUMM_008.jpg"
58687885,"43-95","STARBIG","LAKE",6,"May",1985,NA,NA,369.081,7.62,NA,43.83277,-85.94454,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lake_StarBig_SUMM_063.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lake_StarBig_SUMM_064.jpg"
58687886,"43-149","STARLITTLE","LAKE",NA,"March",1957,NA,NA,14.245,7.62,24.444,43.91249,-85.83898,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lake_StarLittle_SUMM_003.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lake_StarLittle_SUMM_004.jpg"
58687887,"43-95","STARBIG","LAKE",15,"May",1995,NA,NA,369.081,6.096,25.556,43.83277,-85.94454,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lake_StarBig_SUMM_059.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lake_StarBig_SUMM_060.jpg"
58687888,"43-95","STARBIG","LAKE",23,"June",1937,NA,NA,369.081,7.62,22.222,43.83277,-85.94454,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lake_StarBig_SUMM_065.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lake_StarBig_SUMM_066.jpg"
58687889,"43-95","STARBIG","LAKE",3,"September",1953,NA,NA,367.058,7.62,30,43.83277,-85.94454,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lake_StarBig_SUMM_061.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lake_StarBig_SUMM_062.jpg"
58687890,"43-43","SWITZER","LAKE",NA,"June",1951,NA,NA,4.047,9.144,24.444,43.87388,-85.77176,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lake_Switzer_SUMM_009.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lake_Switzer_SUMM_010.jpg"
58687891,"43-43","SWITZER","LAKE",4,"August",1952,NA,NA,4.047,9.144,22.778,43.87388,-85.77176,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lake_Switzer_SUMM_011.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lake_Switzer_SUMM_012.jpg"
58687892,"43-49","WHALEN","LAKE",15,"August",1954,NA,NA,12.95,7.62,25,43.90304,-85.82259,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lake_Whalen_SUMM_005.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lake_Whalen_SUMM_006.jpg"
