gbifID,abstract,accessRights,accrualMethod,accrualPeriodicity,accrualPolicy,alternative,audience,available,bibliographicCitation,conformsTo,contributor,coverage,created,creator,date,dateAccepted,dateCopyrighted,dateSubmitted,description,educationLevel,extent,format,hasFormat,hasPart,hasVersion,identifier,instructionalMethod,isFormatOf,isPartOf,isReferencedBy,isReplacedBy,isRequiredBy,isVersionOf,issued,language,license,mediator,medium,modified,provenance,publisher,references,relation,replaces,requires,rights,rightsHolder,source,spatial,subject,tableOfContents,temporal,title,type,valid,institutionID,collectionID,datasetID,institutionCode,collectionCode,datasetName,ownerInstitutionCode,basisOfRecord,informationWithheld,dataGeneralizations,dynamicProperties,occurrenceID,catalogNumber,recordNumber,recordedBy,recordedByID,individualCount,organismQuantity,organismQuantityType,sex,lifeStage,reproductiveCondition,behavior,establishmentMeans,degreeOfEstablishment,pathway,georeferenceVerificationStatus,occurrenceStatus,preparations,disposition,associatedOccurrences,associatedReferences,associatedSequences,associatedTaxa,otherCatalogNumbers,occurrenceRemarks,organismID,organismName,organismScope,associatedOrganisms,previousIdentifications,organismRemarks,materialSampleID,eventID,parentEventID,fieldNumber,eventDate,eventTime,startDayOfYear,endDayOfYear,year,month,day,verbatimEventDate,habitat,samplingProtocol,sampleSizeValue,sampleSizeUnit,samplingEffort,fieldNotes,eventRemarks,locationID,higherGeographyID,higherGeography,continent,waterBody,islandGroup,island,countryCode,stateProvince,county,municipality,locality,verbatimLocality,verbatimElevation,verticalDatum,verbatimDepth,minimumDistanceAboveSurfaceInMeters,maximumDistanceAboveSurfaceInMeters,locationAccordingTo,locationRemarks,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,coordinatePrecision,pointRadiusSpatialFit,verbatimCoordinateSystem,verbatimSRS,footprintWKT,footprintSRS,footprintSpatialFit,georeferencedBy,georeferencedDate,georeferenceProtocol,georeferenceSources,georeferenceRemarks,geologicalContextID,earliestEonOrLowestEonothem,latestEonOrHighestEonothem,earliestEraOrLowestErathem,latestEraOrHighestErathem,earliestPeriodOrLowestSystem,latestPeriodOrHighestSystem,earliestEpochOrLowestSeries,latestEpochOrHighestSeries,earliestAgeOrLowestStage,latestAgeOrHighestStage,lowestBiostratigraphicZone,highestBiostratigraphicZone,lithostratigraphicTerms,group,formation,member,bed,identificationID,verbatimIdentification,identificationQualifier,typeStatus,identifiedBy,identifiedByID,dateIdentified,identificationReferences,identificationVerificationStatus,identificationRemarks,taxonID,scientificNameID,acceptedNameUsageID,parentNameUsageID,originalNameUsageID,nameAccordingToID,namePublishedInID,taxonConceptID,scientificName,acceptedNameUsage,parentNameUsage,originalNameUsage,nameAccordingTo,namePublishedIn,namePublishedInYear,higherClassification,kingdom,phylum,class,order,family,subfamily,genus,genericName,subgenus,infragenericEpithet,specificEpithet,infraspecificEpithet,cultivarEpithet,taxonRank,verbatimTaxonRank,vernacularName,nomenclaturalCode,taxonomicStatus,nomenclaturalStatus,taxonRemarks,datasetKey,publishingCountry,lastInterpreted,elevation,elevationAccuracy,depth,depthAccuracy,distanceAboveSurface,distanceAboveSurfaceAccuracy,issue,mediaType,hasCoordinate,hasGeospatialIssues,taxonKey,acceptedTaxonKey,kingdomKey,phylumKey,classKey,orderKey,familyKey,genusKey,subgenusKey,speciesKey,species,acceptedScientificName,verbatimScientificName,typifiedName,protocol,lastParsed,lastCrawled,repatriated,relativeOrganismQuantity,level0Gid,level0Name,level1Gid,level1Name,level2Gid,level2Name,level3Gid,level3Name,iucnRedListCategory
1889142434,,,,,,,,,,,,,,,,,,,,,,,,,,6b5b2ebb-00ad-4b9e-8094-772ff0777599,,,,,,,,,,CC_BY_4_0,,,,,,,,,,,,,,,,,,,,,,,UMMZ,ummz_fish,Fish,,PRESERVED_SPECIMEN,,,,6b5b2ebb-00ad-4b9e-8094-772ff0777599,244164,,"C. Latta, M Brown, E Marshall",,,,,,,,,,,,,PRESENT,EtOH - 15,,,,,,,Emily Myers,,,,,,,,,,WCL04-20,2004-06-23T00:00:00,1120-1250,,,2004,6,23,,,"25ft bag, 10ft cs",,,,,,,,,NORTH_AMERICA,,,,US,Michigan,Kent,,Murray Lake (orig site 12) off Murray View-Willowbrook rd. NW side of lake,,,,,,,,,43.03685,-85.383957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lepomis macrochirus Rafinesque, 1819",,,,,,,,Animalia,Chordata,Actinopterygii,Perciformes,Centrarchidae,,Lepomis,Lepomis,,,macrochirus,,,SPECIES,,,,ACCEPTED,,,59825263-9f89-43a9-8f22-c22a6a53b8fc,US,2022-08-01T00:05:02.780Z,,,,,,,GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY,,TRUE,FALSE,2394503,2394503,1,44,204,587,8513,2394482,,2394503,Lepomis macrochirus,"Lepomis macrochirus Rafinesque, 1819",,,DWC_ARCHIVE,2022-08-01T00:05:02.780Z,2022-08-01T00:01:42.501Z,FALSE,,USA,United States,USA.23_1,Michigan,USA.23.41_1,Kent,,,LC
1889142423,,,,,,,,,,,,,,,,,,,,,,,,,,6f174afb-d4c6-45d8-88c5-7cacc0cac064,,,,,,,,,,CC_BY_4_0,,,,,,,,,,,,,,,,,,,,,,,UMMZ,ummz_fish,Fish,,PRESERVED_SPECIMEN,,,,6f174afb-d4c6-45d8-88c5-7cacc0cac064,244107,,"C. Latta, M Brown",,,,,,,,,,,,,PRESENT,EtOH - 2,,,,,,,Emily Myers,,,,,,,,,,WCL04-14,,1115-1230,,,,,,,,"25ft bag, 10ft cs",,,,,,,,,NORTH_AMERICA,,,,US,Michigan,Cass,,Eagle Lake (Orig site 14) E shore around outlet Eagle Lake Rd.,,,,,,,,,41.802194,-86.012771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lepomis macrochirus Rafinesque, 1819",,,,,,,,Animalia,Chordata,Actinopterygii,Perciformes,Centrarchidae,,Lepomis,Lepomis,,,macrochirus,,,SPECIES,,,,ACCEPTED,,,59825263-9f89-43a9-8f22-c22a6a53b8fc,US,2022-08-01T00:04:52.101Z,,,,,,,GEODETIC_DATUM_ASSUMED_WGS84;RECORDED_DATE_INVALID;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY,,TRUE,FALSE,2394503,2394503,1,44,204,587,8513,2394482,,2394503,Lepomis macrochirus,"Lepomis macrochirus Rafinesque, 1819",,,DWC_ARCHIVE,2022-08-01T00:04:52.101Z,2022-08-01T00:01:42.501Z,FALSE,,USA,United States,USA.23_1,Michigan,USA.23.14_1,Cass,,,LC
1889142416,,,,,,,,,,,,,,,,,,,,,,,,,,42044946-23b6-47c5-9a0d-3c3b18206313,,,,,,,,,,CC_BY_4_0,,,,,,,,,,,,,,,,,,,,,,,UMMZ,ummz_fish,Fish,,PRESERVED_SPECIMEN,,,,42044946-23b6-47c5-9a0d-3c3b18206313,244089,,"C. Latta, M Brown",,,,,,,,,,,,,PRESENT,EtOH - 5,,,,,,,Emily Myers,,,,,,,,,,WCL04-12,,1155-1320,,,,,,,,"25ft bag, 10ft cs",,,,,,,,,NORTH_AMERICA,,,,US,Michigan,Cass,,Diamond Lake (orig. site 15) N shore at Diamond Lake Tatch club marina,,,,,,,,,41.909712,-85.977505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lepomis macrochirus Rafinesque, 1819",,,,,,,,Animalia,Chordata,Actinopterygii,Perciformes,Centrarchidae,,Lepomis,Lepomis,,,macrochirus,,,SPECIES,,,,ACCEPTED,,,59825263-9f89-43a9-8f22-c22a6a53b8fc,US,2022-08-01T00:04:48.517Z,,,,,,,GEODETIC_DATUM_ASSUMED_WGS84;RECORDED_DATE_INVALID;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY,,TRUE,FALSE,2394503,2394503,1,44,204,587,8513,2394482,,2394503,Lepomis macrochirus,"Lepomis macrochirus Rafinesque, 1819",,,DWC_ARCHIVE,2022-08-01T00:04:48.517Z,2022-08-01T00:01:42.501Z,FALSE,,USA,United States,USA.23_1,Michigan,USA.23.14_1,Cass,,,LC
1889142415,,,,,,,,,,,,,,,,,,,,,,,,,,8fd5ea46-2f08-4831-a01a-d977b6f0d82c,,,,,,,,,,CC_BY_4_0,,,,,,,,,,,,,,,,,,,,,,,UMMZ,ummz_fish,Fish,,PRESERVED_SPECIMEN,,,,8fd5ea46-2f08-4831-a01a-d977b6f0d82c,244123,,"C. Latta, M Brown",,,,,,,,,,,,,PRESENT,EtOH - 3,,,,,,,Emily Myers,,,,,,,,,,WCL04-16,2004-06-16T00:00:00,1055-1215,,,2004,6,16,,,"25ft bag, 10ft cs",,,,,,,,,NORTH_AMERICA,,,,US,Michigan,Barry,,"Wall Lake off Walldorff Rd. (orig site 25) 400 yds E of M43, N shore",,,,,,,,,42.524458,-85.390549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lepomis macrochirus Rafinesque, 1819",,,,,,,,Animalia,Chordata,Actinopterygii,Perciformes,Centrarchidae,,Lepomis,Lepomis,,,macrochirus,,,SPECIES,,,,ACCEPTED,,,59825263-9f89-43a9-8f22-c22a6a53b8fc,US,2022-08-01T00:05:02.885Z,,,,,,,GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY,,TRUE,FALSE,2394503,2394503,1,44,204,587,8513,2394482,,2394503,Lepomis macrochirus,"Lepomis macrochirus Rafinesque, 1819",,,DWC_ARCHIVE,2022-08-01T00:05:02.885Z,2022-08-01T00:01:42.501Z,FALSE,,USA,United States,USA.23_1,Michigan,USA.23.8_1,Barry,,,LC
1889142408,,,,,,,,,,,,,,,,,,,,,,,,,,1145beea-5b6b-4452-adf9-83c54dd4b88f,,,,,,,,,,CC_BY_4_0,,,,,,,,,,,,,,,,,,,,,,,UMMZ,ummz_fish,Fish,,PRESERVED_SPECIMEN,,,,1145beea-5b6b-4452-adf9-83c54dd4b88f,244112,,"C. Latta, M Brown",,,,,,,,,,,,,PRESENT,EtOH - 1,,,,,,,Emily Myers,,,,,,,,,,WCL04-15,,1400-1445,,,,,,,,"25ft bag, 10ft cs",,,,,,,,,NORTH_AMERICA,,,,US,Michigan,Cass,,"Eagle Lake (orig site 15) S shore, E of Yacht club house. public access; S shore rd.",,,,,,,,,41.800915,-86.021376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lepomis macrochirus Rafinesque, 1819",,,,,,,,Animalia,Chordata,Actinopterygii,Perciformes,Centrarchidae,,Lepomis,Lepomis,,,macrochirus,,,SPECIES,,,,ACCEPTED,,,59825263-9f89-43a9-8f22-c22a6a53b8fc,US,2022-08-01T00:05:01.004Z,,,,,,,GEODETIC_DATUM_ASSUMED_WGS84;RECORDED_DATE_INVALID;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY,,TRUE,FALSE,2394503,2394503,1,44,204,587,8513,2394482,,2394503,Lepomis macrochirus,"Lepomis macrochirus Rafinesque, 1819",,,DWC_ARCHIVE,2022-08-01T00:05:01.004Z,2022-08-01T00:01:42.501Z,FALSE,,USA,United States,USA.23_1,Michigan,USA.23.14_1,Cass,,,LC
1889142407,,,,,,,,,,,,,,,,,,,,,,,,,,34d4fd3c-b464-43c3-a0f0-4a40b402810f,,,,,,,,,,CC_BY_4_0,,,,,,,,,,,,,,,,,,,,,,,UMMZ,ummz_fish,Fish,,PRESERVED_SPECIMEN,,,,34d4fd3c-b464-43c3-a0f0-4a40b402810f,244149,,"C. Latta, M Brown, D Infante",,,,,,,,,,,,,PRESENT,EtOH - 2,,,,,,,Emily Myers,,,,,,,,,,WCL04-19,2004-06-17T00:00:00,1200-1300,,,2004,6,17,,,"25ft bag, 10ft cs",,,,,,,,,NORTH_AMERICA,,,,US,Michigan,Genesee,,Fenton Lake N shore along N Long Lake Rd (orig site 14),,,,,,,,,42.856952,-83.722864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lepomis macrochirus Rafinesque, 1819",,,,,,,,Animalia,Chordata,Actinopterygii,Perciformes,Centrarchidae,,Lepomis,Lepomis,,,macrochirus,,,SPECIES,,,,ACCEPTED,,,59825263-9f89-43a9-8f22-c22a6a53b8fc,US,2022-08-01T00:04:47.275Z,,,,,,,GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY,,TRUE,FALSE,2394503,2394503,1,44,204,587,8513,2394482,,2394503,Lepomis macrochirus,"Lepomis macrochirus Rafinesque, 1819",,,DWC_ARCHIVE,2022-08-01T00:04:47.275Z,2022-08-01T00:01:42.501Z,FALSE,,USA,United States,USA.23_1,Michigan,USA.23.25_1,Genesee,,,LC
1889142397,,,,,,,,,,,,,,,,,,,,,,,,,,fd60b073-8df2-4bcd-804b-639a1fc92334,,,,,,,,,,CC_BY_4_0,,,,,,,,,,,,,,,,,,,,,,,UMMZ,ummz_fish,Fish,,PRESERVED_SPECIMEN,,,,fd60b073-8df2-4bcd-804b-639a1fc92334,244134,,"C. Latta, M Brown",,,,,,,,,,,,,PRESENT,EtOH - 9,,,,,,,Emily Myers,,,,,,,,,,WCL04-17,2004-06-16T00:00:00,1315-230,,,2004,6,16,,,10ft cs,,,,,,,,,NORTH_AMERICA,,,,US,Michigan,Barry,,Wall lake off M34 (orig site 24) S of farthest W shore,,,,,,,,,42.520757,-85.397931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lepomis macrochirus Rafinesque, 1819",,,,,,,,Animalia,Chordata,Actinopterygii,Perciformes,Centrarchidae,,Lepomis,Lepomis,,,macrochirus,,,SPECIES,,,,ACCEPTED,,,59825263-9f89-43a9-8f22-c22a6a53b8fc,US,2022-08-01T00:05:05.623Z,,,,,,,GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY,,TRUE,FALSE,2394503,2394503,1,44,204,587,8513,2394482,,2394503,Lepomis macrochirus,"Lepomis macrochirus Rafinesque, 1819",,,DWC_ARCHIVE,2022-08-01T00:05:05.623Z,2022-08-01T00:01:42.501Z,FALSE,,USA,United States,USA.23_1,Michigan,USA.23.8_1,Barry,,,LC
1889142396,,,,,,,,,,,,,,,,,,,,,,,,,,c173c1e2-f5bd-4866-9402-996f526f9914,,,,,,,,,,CC_BY_4_0,,,,,,,,,,,,,,,,,,,,,,,UMMZ,ummz_fish,Fish,,PRESERVED_SPECIMEN,,,,c173c1e2-f5bd-4866-9402-996f526f9914,244079,,"C Latta, Martin Brown",,,,,,,,,,,,,PRESENT,EtOH - 11,,,,,,,Emily Myers,,,,,,,,,,WCL04-10,,1310-1350,,,,,,,,"25 ft bag, 10ft cs",,,,,,,,,NORTH_AMERICA,,,,US,Michigan,St. Joseph,,"Kaiser Lake (orig site 8) grass lane off AL Jones Rd. E shore, E basin",,,,,,,,,41.922062,-85.714854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lepomis macrochirus Rafinesque, 1819",,,,,,,,Animalia,Chordata,Actinopterygii,Perciformes,Centrarchidae,,Lepomis,Lepomis,,,macrochirus,,,SPECIES,,,,ACCEPTED,,,59825263-9f89-43a9-8f22-c22a6a53b8fc,US,2022-08-01T00:05:04.895Z,,,,,,,GEODETIC_DATUM_ASSUMED_WGS84;RECORDED_DATE_INVALID;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY,,TRUE,FALSE,2394503,2394503,1,44,204,587,8513,2394482,,2394503,Lepomis macrochirus,"Lepomis macrochirus Rafinesque, 1819",,,DWC_ARCHIVE,2022-08-01T00:05:04.895Z,2022-08-01T00:01:42.501Z,FALSE,,USA,United States,USA.23_1,Michigan,USA.23.79_1,Saint Joseph,,,LC
1889142394,,,,,,,,,,,,,,,,,,,,,,,,,,1f015879-4f2a-4df7-8b2a-28ca5ecefc14,,,,,,,,,,CC_BY_4_0,,,,,,,,,,,,,,,,,,,,,,,UMMZ,ummz_fish,Fish,,PRESERVED_SPECIMEN,,,,1f015879-4f2a-4df7-8b2a-28ca5ecefc14,244143,,"C. Latta, M Brown, D Infante",,,,,,,,,,,,,PRESENT,EtOH - 2,,,,,,,Emily Myers,,,,,,,,,,WCL04-18,2004-06-17T00:00:00,0920-1105,,,2004,6,17,,,"25ft bag, 10ft cs",,,,,,,,,NORTH_AMERICA,,,,US,Michigan,Genesee,,Fenton lake (orig site 1) public access S end of lake off Grove parts,,,,,,,,,42.828396,-83.717285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lepomis macrochirus Rafinesque, 1819",,,,,,,,Animalia,Chordata,Actinopterygii,Perciformes,Centrarchidae,,Lepomis,Lepomis,,,macrochirus,,,SPECIES,,,,ACCEPTED,,,59825263-9f89-43a9-8f22-c22a6a53b8fc,US,2022-08-01T00:05:00.339Z,,,,,,,GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY,,TRUE,FALSE,2394503,2394503,1,44,204,587,8513,2394482,,2394503,Lepomis macrochirus,"Lepomis macrochirus Rafinesque, 1819",,,DWC_ARCHIVE,2022-08-01T00:05:00.339Z,2022-08-01T00:01:42.501Z,FALSE,,USA,United States,USA.23_1,Michigan,USA.23.25_1,Genesee,,,LC
1889142385,,,,,,,,,,,,,,,,,,,,,,,,,,d0636a7f-56b9-4d7c-bb44-9c056632eb54,,,,,,,,,,CC_BY_4_0,,,,,,,,,,,,,,,,,,,,,,,UMMZ,ummz_fish,Fish,,PRESERVED_SPECIMEN,,,,d0636a7f-56b9-4d7c-bb44-9c056632eb54,244100,,"C. Latta, M Brown",,,,,,,,,,,,,PRESENT,EtOH - 3,,,,,,,Emily Myers,,,,,,,,,,WCL04-13,,1415-1500,,,,,,,,"25ft bag, 10ft cs",,,,,,,,,NORTH_AMERICA,,,,US,Michigan,Cass,,Diamond Lake (orig site 16) SW cornerlake E of canal access site; Diamond Cove-Lagoon-Oakwod rds.,,,,,,,,,41.889104,-85.980335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lepomis macrochirus Rafinesque, 1819",,,,,,,,Animalia,Chordata,Actinopterygii,Perciformes,Centrarchidae,,Lepomis,Lepomis,,,macrochirus,,,SPECIES,,,,ACCEPTED,,,59825263-9f89-43a9-8f22-c22a6a53b8fc,US,2022-08-01T00:04:58.080Z,,,,,,,GEODETIC_DATUM_ASSUMED_WGS84;RECORDED_DATE_INVALID;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY,,TRUE,FALSE,2394503,2394503,1,44,204,587,8513,2394482,,2394503,Lepomis macrochirus,"Lepomis macrochirus Rafinesque, 1819",,,DWC_ARCHIVE,2022-08-01T00:04:58.080Z,2022-08-01T00:01:42.501Z,FALSE,,USA,United States,USA.23_1,Michigan,USA.23.14_1,Cass,,,LC
1889142373,,,,,,,,,,,,,,,,,,,,,,,,,,94d48110-8c42-4e9a-bb1d-925bf767802d,,,,,,,,,,CC_BY_4_0,,,,,,,,,,,,,,,,,,,,,,,UMMZ,ummz_fish,Fish,,PRESERVED_SPECIMEN,,,,94d48110-8c42-4e9a-bb1d-925bf767802d,244054,,"C Latta, Martin Brown",,,,,,,,,,,,,PRESENT,EtOH - 1,,,,,,,Emily Myers,,,,,,,,,,WCL04-6,,1035-1135,,,,,,,,"25 ft bag, 10ft cs",,,,,,,,,NORTH_AMERICA,,,,US,Michigan,Kalamazoo,,Gourdneck Lake E end of lake (orig. site 6) (no public access now) site private residence off Portage rd.,,,,,,,,,42.159301,-85.570092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lepomis macrochirus Rafinesque, 1819",,,,,,,,Animalia,Chordata,Actinopterygii,Perciformes,Centrarchidae,,Lepomis,Lepomis,,,macrochirus,,,SPECIES,,,,ACCEPTED,,,59825263-9f89-43a9-8f22-c22a6a53b8fc,US,2022-08-01T00:05:03.212Z,,,,,,,GEODETIC_DATUM_ASSUMED_WGS84;RECORDED_DATE_INVALID;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY,,TRUE,FALSE,2394503,2394503,1,44,204,587,8513,2394482,,2394503,Lepomis macrochirus,"Lepomis macrochirus Rafinesque, 1819",,,DWC_ARCHIVE,2022-08-01T00:05:03.212Z,2022-08-01T00:01:42.501Z,FALSE,,USA,United States,USA.23_1,Michigan,USA.23.39_1,Kalamazoo,,,LC
1889142372,,,,,,,,,,,,,,,,,,,,,,,,,,3f125ec5-3695-4675-842b-3794cdab56b5,,,,,,,,,,CC_BY_4_0,,,,,,,,,,,,,,,,,,,,,,,UMMZ,ummz_fish,Fish,,PRESERVED_SPECIMEN,,,,3f125ec5-3695-4675-842b-3794cdab56b5,244049,,"C Latta, Martin Brown",,,,,,,,,,,,,PRESENT,EtOH - 31,,,,,,,Emily Myers,,,,,,,,,,WCL04-5,2004-05-27T00:00:00,1310-1430,,,2004,5,27,,,"25 ft bag, 10ft cs",,,,,,,,,NORTH_AMERICA,,,,US,Michigan,Calhoun,,Beadle Lake E Shore N of cove at S end (original site 13) at Monroe Beach Ass access site,,,,,,,,,42.271718,-85.146091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lepomis macrochirus Rafinesque, 1819",,,,,,,,Animalia,Chordata,Actinopterygii,Perciformes,Centrarchidae,,Lepomis,Lepomis,,,macrochirus,,,SPECIES,,,,ACCEPTED,,,59825263-9f89-43a9-8f22-c22a6a53b8fc,US,2022-08-01T00:04:48.251Z,,,,,,,GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY,,TRUE,FALSE,2394503,2394503,1,44,204,587,8513,2394482,,2394503,Lepomis macrochirus,"Lepomis macrochirus Rafinesque, 1819",,,DWC_ARCHIVE,2022-08-01T00:04:48.251Z,2022-08-01T00:01:42.501Z,FALSE,,USA,United States,USA.23_1,Michigan,USA.23.13_1,Calhoun,,,LC
1889142364,,,,,,,,,,,,,,,,,,,,,,,,,,8a6b3466-9839-4f7c-9a42-1995ed8d7133,,,,,,,,,,CC_BY_4_0,,,,,,,,,,,,,,,,,,,,,,,UMMZ,ummz_fish,Fish,,PRESERVED_SPECIMEN,,,,8a6b3466-9839-4f7c-9a42-1995ed8d7133,244083,,"C. Latta, M Brown",,,,,,,,,,,,,PRESENT,EtOH - 4,,,,,,,Emily Myers,,,,,,,,,,WCL04-11,,1420-1450,,,,,,,,"25ft bag, 10ft cs",,,,,,,,,NORTH_AMERICA,,,,US,Michigan,St. Joseph,,Kaiser Lake (orig site 9) Camp Tavor beach off AL Jones Rd. (N shore E basin),,,,,,,,,41.922414,-85.716045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lepomis macrochirus Rafinesque, 1819",,,,,,,,Animalia,Chordata,Actinopterygii,Perciformes,Centrarchidae,,Lepomis,Lepomis,,,macrochirus,,,SPECIES,,,,ACCEPTED,,,59825263-9f89-43a9-8f22-c22a6a53b8fc,US,2022-08-01T00:04:53.204Z,,,,,,,GEODETIC_DATUM_ASSUMED_WGS84;RECORDED_DATE_INVALID;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY,,TRUE,FALSE,2394503,2394503,1,44,204,587,8513,2394482,,2394503,Lepomis macrochirus,"Lepomis macrochirus Rafinesque, 1819",,,DWC_ARCHIVE,2022-08-01T00:04:53.204Z,2022-08-01T00:01:42.501Z,FALSE,,USA,United States,USA.23_1,Michigan,USA.23.79_1,Saint Joseph,,,LC
1889142350,,,,,,,,,,,,,,,,,,,,,,,,,,704e3bba-94fd-4e04-b17f-4ee8165cee0c,,,,,,,,,,CC_BY_4_0,,,,,,,,,,,,,,,,,,,,,,,UMMZ,ummz_fish,Fish,,PRESERVED_SPECIMEN,,,,704e3bba-94fd-4e04-b17f-4ee8165cee0c,244019,,"C Latta, Martin Brown",,,,,,,,,,,,,PRESENT,EtOH - 28,,,,,,,Emily Myers,,,,,,,,,,WCL04-2,2004-05-26T00:00:00,1320-1410,,,2004,5,26,,,"25 ft bag, 10ft cs",,,,,,,,,NORTH_AMERICA,,,,US,Michigan,Jackson,,Clark Lake off point N shore E end of lake (N Lake rd.-Grand Blvd lane) (original site 7),,,,,,,,,42.122024,-84.306821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lepomis macrochirus Rafinesque, 1819",,,,,,,,Animalia,Chordata,Actinopterygii,Perciformes,Centrarchidae,,Lepomis,Lepomis,,,macrochirus,,,SPECIES,,,,ACCEPTED,,,59825263-9f89-43a9-8f22-c22a6a53b8fc,US,2022-08-01T00:04:52.429Z,,,,,,,GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY,,TRUE,FALSE,2394503,2394503,1,44,204,587,8513,2394482,,2394503,Lepomis macrochirus,"Lepomis macrochirus Rafinesque, 1819",,,DWC_ARCHIVE,2022-08-01T00:04:52.429Z,2022-08-01T00:01:42.501Z,FALSE,,USA,United States,USA.23_1,Michigan,USA.23.38_1,Jackson,,,LC
1889142349,,,,,,,,,,,,,,,,,,,,,,,,,,d50ef651-7444-41be-aedd-a126dd3d6080,,,,,,,,,,CC_BY_4_0,,,,,,,,,,,,,,,,,,,,,,,UMMZ,ummz_fish,Fish,,PRESERVED_SPECIMEN,,,,d50ef651-7444-41be-aedd-a126dd3d6080,244039,,"C Latta, Martin Brown",,,,,,,,,,,,,PRESENT,EtOH - 52,,,,,,,Emily Myers,,,,,,,,,,WCL04-4,2004-05-27T00:00:00,0950-1125,,,2004,5,27,,,"25 ft bag, 10ft cs",,,,,,,,,NORTH_AMERICA,,,,US,Michigan,Jackson,,Beadle Lake SW shore (original site 12) off side road (kistler Rd.) from Beadle Lake Rd.,,,,,,,,,42.272134,-85.150073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lepomis macrochirus Rafinesque, 1819",,,,,,,,Animalia,Chordata,Actinopterygii,Perciformes,Centrarchidae,,Lepomis,Lepomis,,,macrochirus,,,SPECIES,,,,ACCEPTED,,,59825263-9f89-43a9-8f22-c22a6a53b8fc,US,2022-08-01T00:04:57.957Z,,,,,,,GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY,,TRUE,FALSE,2394503,2394503,1,44,204,587,8513,2394482,,2394503,Lepomis macrochirus,"Lepomis macrochirus Rafinesque, 1819",,,DWC_ARCHIVE,2022-08-01T00:04:57.957Z,2022-08-01T00:01:42.501Z,FALSE,,USA,United States,USA.23_1,Michigan,USA.23.13_1,Calhoun,,,LC
